SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
2019,9,16,월,ARP5,ARP1,J,J1611,D,18:50,0,0.006903361
2019,9,16,월,ARP8,ARP1,A,A1707,A,16:50,0,0.024945149
2019,9,16,월,ARP1,ARP8,A,A1707,D,16:00,0,0.037874047
2019,9,16,월,ARP1,ARP8,A,A1708,A,18:10,0,0.024968617
2019,9,16,월,ARP8,ARP1,A,A1708,D,17:20,0,0.069766819
2019,9,16,월,ARP9,ARP1,J,J1336,A,18:10,0,0.013328684
2019,9,16,월,ARP1,ARP9,J,J1336,D,17:10,0,0.020408755
2019,9,16,월,ARP5,ARP1,J,J1612,A,21:05,0,0.01327415
2019,9,16,월,ARP1,ARP5,J,J1612,D,20:05,0,0.018605705
2019,9,16,월,ARP9,ARP1,A,A1733,A,13:30,0,0.015857747
2019,9,16,월,ARP1,ARP9,A,A1733,D,12:35,0,0.038839363
2019,9,16,월,ARP1,ARP9,J,J1337,A,19:50,0,0.009382582
2019,9,16,월,ARP9,ARP1,J,J1337,D,18:50,0,0.01736667
2019,9,16,월,ARP12,ARP1,J,J1634,A,7:50,0,0.014419599
2019,9,16,월,ARP1,ARP12,J,J1634,D,6:50,0,0.040726174
2019,9,16,월,ARP1,ARP12,J,J1635,A,9:25,0,0.028080417
2019,9,16,월,ARP12,ARP1,J,J1635,D,8:25,0,0.09698718
2019,9,16,월,ARP1,ARP9,A,A1734,A,15:00,0,0.021191355
2019,9,16,월,ARP9,ARP1,A,A1734,D,14:05,0,0.011785948
2019,9,16,월,ARP5,ARP1,B,B1891,A,8:10,0,0.020691797
2019,9,16,월,ARP1,ARP5,B,B1891,D,7:10,0,0.036018919
2019,9,16,월,ARP12,ARP1,J,J1636,A,19:30,0,0.012870998
2019,9,16,월,ARP1,ARP12,J,J1636,D,18:30,0,0.057389069
2019,9,16,월,ARP9,ARP1,A,A1735,A,17:15,0,0.047757495
2019,9,16,월,ARP1,ARP9,A,A1735,D,16:20,0,0.048433632
2019,9,16,월,ARP1,ARP5,B,B1892,A,13:35,0,0.001937177
2019,9,16,월,ARP5,ARP1,B,B1892,D,12:35,0,0.013082083
2019,9,16,월,ARP1,ARP9,A,A1736,A,18:45,0,0.034856349
2019,9,16,월,ARP9,ARP1,A,A1736,D,17:50,0,0.025809389
2019,9,16,월,ARP11,ARP1,J,J1538,A,16:45,0,0.019173304
2019,9,16,월,ARP1,ARP11,J,J1538,D,15:50,0,0.034645461
2019,9,16,월,ARP1,ARP12,J,J1637,A,21:05,0,0.011108397
2019,9,16,월,ARP12,ARP1,J,J1637,D,20:05,0,0.114672162
2019,9,16,월,ARP5,ARP1,B,B1893,A,15:15,0,0.017513815
2019,9,16,월,ARP1,ARP5,B,B1893,D,14:15,0,0.060807433
2019,9,16,월,ARP1,ARP11,J,J1539,A,18:20,0,0.012531141
2019,9,16,월,ARP11,ARP1,J,J1539,D,17:25,0,0.022912636
2019,9,16,월,ARP1,ARP5,B,B1894,A,21:00,0,0.012108591
2019,9,16,월,ARP5,ARP1,B,B1894,D,20:00,0,0.013564752
2019,9,16,월,ARP1,ARP5,J,J1605,A,9:50,0,0.015408918
2019,9,16,월,ARP5,ARP1,J,J1605,D,8:50,0,0.024950814
2019,9,16,월,ARP5,ARP1,J,J1606,A,11:30,0,0.013003998
2019,9,16,월,ARP1,ARP5,J,J1606,D,10:30,0,0.019645777
2019,9,16,월,ARP2,ARP15,A,A1533,A,7:30,0,0.032161824
2019,9,16,월,ARP15,ARP2,A,A1533,D,6:30,0,0.008948457
2019,9,16,월,ARP1,ARP2,B,B1800,A,7:55,0,0.022438683
2019,9,16,월,ARP2,ARP1,B,B1800,D,7:00,0,0.052781336
2019,9,16,월,ARP1,ARP2,B,B1816,A,15:55,0,0.011904697
2019,9,16,월,ARP2,ARP1,B,B1816,D,15:00,0,0.014732995
2019,9,16,월,ARP2,ARP1,B,B1829,A,21:35,0,0.047982506
2019,9,16,월,ARP1,ARP2,B,B1829,D,20:30,0,0.039628893
2019,9,16,월,ARP2,ARP1,J,J1108,A,10:05,0,0.012254498
2019,9,16,월,ARP1,ARP2,J,J1108,D,9:00,0,0.036790453
2019,9,16,월,ARP2,ARP1,J,J1114,A,13:05,0,0.003202838
2019,9,16,월,ARP1,ARP2,J,J1114,D,12:00,0,0.014031767
2019,9,16,월,ARP1,ARP2,J,J1127,A,20:40,0,0.002501868
2019,9,16,월,ARP2,ARP1,J,J1127,D,19:40,0,0.011220718
2019,9,16,월,ARP15,ARP2,J,J1411,A,17:40,0,0.002982884
2019,9,16,월,ARP2,ARP15,J,J1411,D,16:30,0,0.00778371
2019,9,16,월,ARP1,ARP2,B,B1802,A,8:55,0,0.022072442
2019,9,16,월,ARP2,ARP1,B,B1802,D,8:00,0,0.025413724
2019,9,16,월,ARP2,ARP1,B,B1817,A,15:25,0,0.071800739
2019,9,16,월,ARP1,ARP2,B,B1817,D,14:30,0,0.05205721
2019,9,16,월,ARP1,ARP2,J,J1109,A,11:40,0,0.035676599
2019,9,16,월,ARP1,ARP2,J,J1115,A,14:40,0,0.00249548
2019,9,16,월,ARP2,ARP1,J,J1115,D,13:40,0,0.03164728
2019,9,16,월,ARP2,ARP1,J,J1128,A,20:05,0,0.018608395
2019,9,16,월,ARP1,ARP2,J,J1128,D,19:00,0,0.022266572
2019,9,16,월,ARP2,ARP10,M,M1351,A,14:30,0,0.062481053
2019,9,16,월,ARP10,ARP2,M,M1351,D,13:40,0,0.095745452
2019,9,16,월,ARP2,ARP1,J,J1116,A,14:05,0,0.011388328
2019,9,16,월,ARP1,ARP2,J,J1116,D,13:00,0,0.013131198
2019,9,16,월,ARP10,ARP2,M,M1352,A,16:05,0,0.034982536
2019,9,16,월,ARP2,ARP10,M,M1352,D,15:05,0,0.119899005
2019,9,16,월,ARP15,ARP2,A,A1534,A,17:00,0,0.015259422
2019,9,16,월,ARP2,ARP15,A,A1534,D,16:05,0,0.003023487
2019,9,16,월,ARP2,ARP1,B,B1803,A,8:25,0,0.026172239
2019,9,16,월,ARP1,ARP2,B,B1803,D,7:30,0,0.022129245
2019,9,16,월,ARP1,ARP2,B,B1818,A,16:55,0,0.03686519
2019,9,16,월,ARP2,ARP1,B,B1818,D,16:00,0,0.013587779
2019,9,16,월,ARP1,ARP2,B,B1804,A,9:55,0,0.017648373
2019,9,16,월,ARP2,ARP1,B,B1804,D,9:00,0,0.107880719
2019,9,16,월,ARP2,ARP1,B,B1819,A,16:25,0,0.053919278
2019,9,16,월,ARP1,ARP2,B,B1819,D,15:30,0,0.030808408
2019,9,16,월,ARP1,ARP2,J,J1117,A,15:40,0,0.01662649
2019,9,16,월,ARP2,ARP1,J,J1117,D,14:40,0,0.029833285
2019,9,16,월,ARP2,ARP1,B,B1805,A,9:25,0,0.036046386
2019,9,16,월,ARP1,ARP2,B,B1805,D,8:30,0,0.055213626
2019,9,16,월,ARP1,ARP2,B,B1820,A,17:55,0,0.040415745
2019,9,16,월,ARP2,ARP1,B,B1820,D,17:00,0,0.038810704
2019,9,16,월,ARP2,ARP1,J,J1118,A,15:05,0,0.01887079
2019,9,16,월,ARP1,ARP2,J,J1118,D,14:00,0,0.014107179
2019,9,16,월,ARP1,ARP2,B,B1806,A,10:55,0,0.04691235
2019,9,16,월,ARP2,ARP1,B,B1806,D,10:00,0,0.138090223
2019,9,16,월,ARP2,ARP1,B,B1821,A,17:25,0,0.025773462
2019,9,16,월,ARP1,ARP2,B,B1821,D,16:30,0,0.021886099
2019,9,16,월,ARP1,ARP2,J,J1119,A,16:40,0,0.011108397
2019,9,16,월,ARP2,ARP1,J,J1119,D,15:40,0,0.019495007
2019,9,16,월,ARP1,ARP2,J,J1129,A,21:40,0,0.01112473
2019,9,16,월,ARP2,ARP1,J,J1129,D,20:40,0,0.019172959
2019,9,16,월,ARP2,ARP1,J,J1130,A,21:05,0,0.018159375
2019,9,16,월,ARP1,ARP2,J,J1130,D,20:00,0,0.015068643
2019,9,16,월,ARP2,ARP1,B,B1807,A,10:25,0,0.025013236
2019,9,16,월,ARP1,ARP2,B,B1807,D,9:30,0,0.036536891
2019,9,16,월,ARP2,ARP1,J,J1120,A,16:05,0,0.012666643
2019,9,16,월,ARP1,ARP2,J,J1120,D,15:00,0,0.029126976
2019,9,16,월,ARP2,ARP15,J,J1404,A,9:30,0,0.060005132
2019,9,16,월,ARP15,ARP2,J,J1404,D,8:25,0,0.201454595
2019,9,16,월,ARP1,ARP2,B,B1822,A,18:55,0,0.010632955
2019,9,16,월,ARP2,ARP1,B,B1822,D,18:00,0,0.01743109
2019,9,16,월,ARP15,ARP2,J,J1405,A,8:10,0,0.020189993
2019,9,16,월,ARP2,ARP15,J,J1405,D,7:05,0,0.010069679
2019,9,16,월,ARP1,ARP2,B,B1808,A,11:55,0,0.039764006
2019,9,16,월,ARP2,ARP1,B,B1808,D,11:00,0,0.10307648
2019,9,16,월,ARP2,ARP1,B,B1823,A,18:25,0,0.068571962
2019,9,16,월,ARP1,ARP2,B,B1823,D,17:30,0,0.012810898
2019,9,16,월,ARP1,ARP2,J,J1121,A,17:40,0,0.01551473
2019,9,16,월,ARP2,ARP1,J,J1121,D,16:40,0,0.031470735
2019,9,16,월,ARP2,ARP1,B,B1809,A,11:25,0,0.049836453
2019,9,16,월,ARP1,ARP2,B,B1809,D,10:30,0,0.127173826
2019,9,16,월,ARP1,ARP2,B,B1824,A,19:55,0,0.048066027
2019,9,16,월,ARP2,ARP1,B,B1824,D,19:00,0,0.025201222
2019,9,16,월,ARP1,ARP2,J,J1103,A,8:00,0,0.029248836
2019,9,16,월,ARP2,ARP1,J,J1103,D,7:00,0,0.040537994
2019,9,16,월,ARP2,ARP1,J,J1109,D,10:40,0,0.044624269
2019,9,16,월,ARP2,ARP1,J,J1122,A,17:05,0,0.002767788
2019,9,16,월,ARP1,ARP2,J,J1122,D,16:00,0,0.012189027
2019,9,16,월,ARP2,ARP15,J,J1406,A,19:30,0,0.019168792
2019,9,16,월,ARP15,ARP2,J,J1406,D,18:25,0,0.221021414
2019,9,16,월,ARP2,ARP1,B,B1811,A,12:25,0,0.04811056
2019,9,16,월,ARP1,ARP2,B,B1811,D,11:30,0,0.091990851
2019,9,16,월,ARP2,ARP1,B,B1825,A,19:25,0,0.071800739
2019,9,16,월,ARP1,ARP2,B,B1825,D,18:30,0,0.019665044
2019,9,16,월,ARP2,ARP1,J,J1104,A,8:05,0,0.01152458
2019,9,16,월,ARP1,ARP2,J,J1104,D,7:00,0,0.016323665
2019,9,16,월,ARP2,ARP1,J,J1110,A,11:05,0,0.012209018
2019,9,16,월,ARP1,ARP2,J,J1110,D,10:00,0,0.018937433
2019,9,16,월,ARP1,ARP2,J,J1123,A,18:40,0,0.009635668
2019,9,16,월,ARP2,ARP1,J,J1123,D,17:40,0,0.017278407
2019,9,16,월,ARP15,ARP2,J,J1407,A,11:55,0,0.012176782
2019,9,16,월,ARP2,ARP15,J,J1407,D,10:50,0,0.012415743
2019,9,16,월,ARP1,ARP2,B,B1812,A,13:55,0,0.017840281
2019,9,16,월,ARP2,ARP1,B,B1812,D,13:00,0,0.021935247
2019,9,16,월,ARP1,ARP2,H,H1207,A,20:25,0,0.021085633
2019,9,16,월,ARP2,ARP1,H,H1207,D,19:30,0,0.011708846
2019,9,16,월,ARP1,ARP2,J,J1105,A,9:40,0,0.011559076
2019,9,16,월,ARP2,ARP1,J,J1105,D,8:40,0,0.046384662
2019,9,16,월,ARP1,ARP2,J,J1111,A,12:40,0,0.016449364
2019,9,16,월,ARP2,ARP1,J,J1124,A,18:05,0,0.011835942
2019,9,16,월,ARP1,ARP2,J,J1124,D,17:00,0,0.018343298
2019,9,16,월,ARP2,ARP15,J,J1408,A,18:20,0,0.041565232
2019,9,16,월,ARP15,ARP2,J,J1408,D,17:15,1,0.282144994
2019,9,16,월,ARP1,ARP2,B,B1826,A,20:55,0,0.042030044
2019,9,16,월,ARP2,ARP1,B,B1826,D,20:00,0,0.015270669
2019,9,16,월,ARP2,ARP1,J,J1111,D,11:40,0,0.03523957
2019,9,16,월,ARP2,ARP15,A,A1531,A,20:20,0,0.051738672
2019,9,16,월,ARP15,ARP2,A,A1531,D,19:20,0,0.073592886
2019,9,16,월,ARP2,ARP1,B,B1813,A,13:25,0,0.049791843
2019,9,16,월,ARP1,ARP2,B,B1813,D,12:30,0,0.060599629
2019,9,16,월,ARP2,ARP1,B,B1827,A,20:25,0,0.053919278
2019,9,16,월,ARP1,ARP2,B,B1827,D,19:30,0,0.017546805
2019,9,16,월,ARP2,ARP1,H,H1208,A,21:05,0,0.072994836
2019,9,16,월,ARP1,ARP2,H,H1208,D,19:50,0,0.040764913
2019,9,16,월,ARP2,ARP1,J,J1106,A,9:05,0,0.015183742
2019,9,16,월,ARP1,ARP2,J,J1106,D,8:00,0,0.018682174
2019,9,16,월,ARP2,ARP1,J,J1112,A,12:05,0,0.017556565
2019,9,16,월,ARP1,ARP2,J,J1112,D,11:00,0,0.031988494
2019,9,16,월,ARP1,ARP2,J,J1125,A,19:40,0,0.010207729
2019,9,16,월,ARP2,ARP1,J,J1125,D,18:40,0,0.017816426
2019,9,16,월,ARP15,ARP2,J,J1409,A,14:35,0,0.011898803
2019,9,16,월,ARP2,ARP15,J,J1409,D,13:30,0,0.007771456
2019,9,16,월,ARP2,ARP15,J,J1410,A,20:40,0,0.040859073
2019,9,16,월,ARP15,ARP2,J,J1410,D,19:35,0,0.120674029
2019,9,16,월,ARP15,ARP2,A,A1532,A,8:00,0,0.029100206
2019,9,16,월,ARP2,ARP15,A,A1532,D,7:00,0,0.012261783
2019,9,16,월,ARP1,ARP2,B,B1814,A,14:55,0,0.017663218
2019,9,16,월,ARP2,ARP1,B,B1814,D,14:00,0,0.022412283
2019,9,16,월,ARP1,ARP2,B,B1828,A,21:55,0,0.011151361
2019,9,16,월,ARP2,ARP1,B,B1828,D,21:00,0,0.013001954
2019,9,16,월,ARP1,ARP2,J,J1107,A,10:40,0,0.017072575
2019,9,16,월,ARP2,ARP1,J,J1107,D,9:40,0,0.055978335
2019,9,16,월,ARP1,ARP2,J,J1113,A,13:40,0,0.016127188
2019,9,16,월,ARP2,ARP1,J,J1113,D,12:40,0,0.026161408
2019,9,16,월,ARP2,ARP1,J,J1126,A,19:05,0,0.00962744
2019,9,16,월,ARP1,ARP2,J,J1126,D,18:00,0,0.007895337
2019,9,16,월,ARP3,ARP6,A,A1235,A,18:20,0,0.10125307
2019,9,16,월,ARP6,ARP3,A,A1235,D,17:10,0,0.040530361
2019,9,16,월,ARP1,ARP3,A,A1914,A,10:30,0,0.016208498
2019,9,16,월,ARP3,ARP1,A,A1914,D,9:20,0,0.067046918
2019,9,16,월,ARP3,ARP1,A,A1941,A,12:25,0,0.047267254
2019,9,16,월,ARP1,ARP3,A,A1941,D,11:15,0,0.146251544
2019,9,16,월,ARP3,ARP1,A,A1963,A,16:15,1,0.150067955
2019,9,16,월,ARP1,ARP3,A,A1963,D,15:05,1,0.412560284
2019,9,16,월,ARP3,ARP1,A,A1991,A,20:35,0,0.055382464
2019,9,16,월,ARP1,ARP3,A,A1991,D,19:20,0,0.216969445
2019,9,16,월,ARP3,ARP2,B,B1111,A,14:20,0,0.013465938
2019,9,16,월,ARP2,ARP3,B,B1111,D,13:20,0,0.01693882
2019,9,16,월,ARP3,ARP2,B,B1173,A,18:05,0,0.014282693
2019,9,16,월,ARP2,ARP3,B,B1173,D,17:00,0,0.015185169
2019,9,16,월,ARP3,ARP5,B,B1307,A,17:10,0,0.014505407
2019,9,16,월,ARP5,ARP3,B,B1307,D,16:00,0,0.022943979
2019,9,16,월,ARP3,ARP1,F,F1213,A,13:00,0,0.057775859
2019,9,16,월,ARP1,ARP3,F,F1213,D,11:50,0,0.140390456
2019,9,16,월,ARP1,ARP3,F,F1226,A,19:35,1,0.167393506
2019,9,16,월,ARP3,ARP1,F,F1226,D,18:25,0,0.205760524
2019,9,16,월,ARP3,ARP6,F,F1701,A,8:50,0,0.041057337
2019,9,16,월,ARP6,ARP3,F,F1701,D,7:50,0,0.125781909
2019,9,16,월,ARP1,ARP3,H,H1124,A,19:00,0,0.093853816
2019,9,16,월,ARP3,ARP1,H,H1124,D,17:50,1,0.258839399
2019,9,16,월,ARP3,ARP1,H,H1145,A,17:55,0,0.108297676
2019,9,16,월,ARP1,ARP3,H,H1145,D,16:55,0,0.158734024
2019,9,16,월,ARP1,ARP3,H,H1146,A,19:50,0,0.094960973
2019,9,16,월,ARP3,ARP1,H,H1146,D,18:40,0,0.189373046
2019,9,16,월,ARP3,ARP2,H,H1509,A,13:20,0,0.040796224
2019,9,16,월,ARP2,ARP3,H,H1509,D,12:20,0,0.035409752
2019,9,16,월,ARP3,ARP4,H,H1705,A,17:15,0,0.078221843
2019,9,16,월,ARP4,ARP3,H,H1705,D,16:05,1,0.233647734
2019,9,16,월,ARP1,ARP3,I,I1318,A,14:20,0,0.047484092
2019,9,16,월,ARP3,ARP1,I,I1318,D,13:05,0,0.070387363
2019,9,16,월,ARP3,ARP2,I,I1563,A,13:05,0,0.039612073
2019,9,16,월,ARP2,ARP3,I,I1563,D,12:05,0,0.071086876
2019,9,16,월,ARP3,ARP8,I,I1593,A,12:05,0,0.026563846
2019,9,16,월,ARP8,ARP3,I,I1593,D,11:15,0,0.03382409
2019,9,16,월,ARP2,ARP3,J,J1019,A,21:45,0,0.060185991
2019,9,16,월,ARP3,ARP2,J,J1019,D,20:45,0,0.226484179
2019,9,16,월,ARP1,ARP3,J,J1215,A,11:45,0,0.017872961
2019,9,16,월,ARP3,ARP1,J,J1215,D,10:35,0,0.116002366
2019,9,16,월,ARP3,ARP1,J,J1216,A,11:15,0,0.021275455
2019,9,16,월,ARP1,ARP3,J,J1216,D,10:05,0,0.114807457
2019,9,16,월,ARP3,ARP1,J,J1250,A,17:50,0,0.040518142
